query_id,Top10_77,best_rank_77,Top10_82,best_rank_82,Top10_score_blend,best_rank_score_blend
700fc08507a978b0,1,5,1,5,1,4
7b780c8a2136cccd,1,1,1,1,1,1
86586884efbb51f5,1,2,1,1,1,3
9d3906c849001790,1,4,1,4,1,2
bc310fad5352591f,1,9,1,10,1,10
fe7e14fd5cac382a,1,1,1,1,1,3
fe689f4d2d3a1753,1,6,1,4,1,9
6178a052519c787b,1,3,1,3,1,3
f17f9002a7a3a638,1,2,1,7,1,2
fac1be9417e00ec0,1,7,1,4,1,3
f1ca3c8c8f09f7f8,1,1,1,1,1,3
06adcd88230eb324,1,5,1,4,1,2
31666e940b0bafbd,1,3,1,3,1,5
3d44a855304dc7c9,0,27,0,25,0,23
4849d458e8fe5467,1,4,1,4,1,3
7c453b8afacd3883,1,1,1,1,1,1
e52b583ad2962560,1,7,1,6,1,9
071dd8dbbd7171e2,1,2,1,3,1,3
d6f545958e7a22f9,1,6,1,6,1,8
02c30ead2aa7b787,1,7,0,12,1,10
1ea913afa4776fd4,1,2,1,2,1,7
d84b261751ff6f1f,1,1,1,8,1,1
37210b3f3f389479,1,2,1,5,1,2
ff2f5de3a6b04aa7,1,10,1,8,0,16
1fe54d4afd4d37ad,1,2,1,10,1,1
e26fc0429ff801fe,1,2,1,2,1,3
4342a96e3449f212,1,1,1,1,1,2
3658caca18397309,1,2,1,1,1,2
ce21678dc60d8453,1,1,1,1,1,1
f56b319890391e81,1,4,1,4,1,5
762b7c6136b410d1,1,5,1,5,0,12
0715e890abee5180,1,1,1,1,1,1
2fc41643229ba258,1,6,1,5,1,10
2004b3f995823abf,1,1,1,1,1,1
28e66d89b5a9e34c,1,6,1,7,0,12
2b33a7e8dcca218d,1,5,1,4,1,2
229013cc936852f5,1,9,1,10,1,10
d0a7e0280f9623bc,1,1,1,1,1,1
2eaa17d0c36bb04f,1,1,1,1,1,1
ff6d042dc844dd21,1,2,1,5,1,2
103ef10b48deaded,1,3,1,3,1,7
59f8aadf90cf3486,1,1,1,4,1,1
cb37ae1b306c9288,1,3,1,3,1,5
bfd73c3e75036b03,1,1,1,1,1,1
aab51950eee04734,1,1,1,1,1,1
56194cda59d5d661,1,2,1,3,1,3
c65c4095377ba191,1,2,1,2,1,2
02c0e0dbd8d966cf,1,2,1,2,1,1
c9530718bddd9635,0,16,0,16,0,19
97d5a5a5d7ceac6a,1,4,1,4,1,5
d396b1960aefd65e,1,2,1,2,1,4
572a4d81b6a0faa6,1,7,1,10,1,10
5650d53b419b5f79,1,2,1,7,1,2
9126816360371846,1,2,1,10,1,1
4182c23c076d5d56,1,2,1,2,1,3
7f6dd71632fc3c94,1,4,1,4,1,2
