query_id,Top10_77,best_rank_77,Top10_82,best_rank_82,Top10_score_blend,best_rank_score_blend
7723bc4c674f40ac,1,2,1,3,1,3
8b21d02c9b41dddf,1,8,1,6,0,11
912ad299d7895740,1,1,1,1,1,1
09f891ff550a7935,1,3,1,2,1,1
1766585b607b0871,1,2,1,1,1,7
8904f9822c675329,1,6,1,3,1,1
253f3cf5c604466a,1,2,1,1,1,2
ec83313008dae794,1,2,1,3,1,2
dd62ea5fe342c2d3,1,2,1,2,1,3
4e2d35d4a23b0ab2,1,4,1,5,1,9
f9648f8199350aff,1,7,0,12,1,10
f16e2ff23c25e40d,1,6,1,7,0,11
31dac617817f1fec,1,2,1,2,1,1
d6006605ad5cf3f3,1,1,1,1,1,1
6a9d5cf9d1420202,1,1,1,1,1,1
3d872a6c80a698a5,1,4,1,4,1,5
b79e8e16d103fb5e,0,11,1,7,0,12
fae23090e01eb2db,1,3,1,2,1,1
24077490e901108a,1,3,1,3,0,11
aaf5f6e8b85dd646,1,1,1,1,1,1
ff6634b1ba2dfaac,0,13,0,14,0,17
980cf17147a6d0bb,1,1,1,1,1,4
4df802cdb102fb7d,1,3,1,3,0,11
975ee921c12bfac5,1,4,1,4,1,6
04aa9c18b5a97304,1,1,1,5,1,1
79bcf4c7de504990,1,7,0,12,1,10
b25b10ef5a7e2393,1,6,0,23,1,1
27e77341cd646a1c,1,1,1,1,1,1
31d69d07ac99d4a7,1,3,1,2,1,1
0edaa824c034a0e8,1,1,1,1,1,1
a9761e766586abaf,1,1,1,1,1,1
2838685ffa6e1a67,0,14,0,14,0,13
a98f6aaa162a10cb,1,3,1,5,1,8
e3bab5ea9b0dfce2,1,1,1,1,1,4
2741961e77530f38,1,1,1,1,1,1
47fe86a70477dbff,1,1,1,2,1,2
400fea3063aee990,1,3,1,3,0,11
71d68fb62cacd72a,1,7,1,5,1,4
bddca95a7e5abd33,1,1,1,1,1,2
fa135d9e477d2c42,1,10,0,12,0,16
93870d863774aaa6,1,1,1,1,1,1
5a57c321fdf4f118,1,1,1,1,1,1
75396ffe45e72b4e,0,11,0,11,1,2
b2e2a73dbd4c2b4b,0,13,0,16,0,17
9035c5a4889fe898,1,2,1,7,1,2
4db1c0072da12920,1,2,1,10,1,1
bbbe37a16090f9bc,0,15,0,13,0,21
fb00ac26f172ff48,1,2,1,2,1,8
f107e9c3a2cb02c7,1,8,1,8,1,10
c97e5984825d86e9,1,1,1,1,1,3
e6b070b964275b14,1,1,1,1,1,2
b5d572a84fa32408,1,3,1,2,1,1
05c5c02d7530a171,1,3,1,3,1,1
3ec5e3bfac2a2dda,1,4,1,3,1,1
3e719ee18ea16e4c,1,2,1,3,1,3
d8ef333cdf813ad6,1,2,1,2,1,2
cf6975459ae75d11,0,27,0,28,0,16
2db121c45c31726f,1,2,1,3,1,2
6ee5ae10f5719349,1,1,1,1,1,2
7b3e2c3a8381cd07,1,3,1,2,1,1
98e3b8bf97ed8e8e,1,1,1,1,1,1
5447c666fa5e99f2,1,2,1,1,1,2
87a07624ea7d5322,0,13,1,10,0,15
d0686d121d34afc7,1,3,1,3,1,3
9d24f9094f8cbe52,1,2,1,6,1,3
cd63e28b7c363655,1,1,1,1,1,1
7db7a90fb58057c3,1,2,1,2,1,1
abbbff307efb0f01,1,1,1,1,1,2
fd1e3ade5a2a2e8e,1,2,1,3,1,2
c35378d94ae1716b,1,1,1,1,1,2
986051ac22720b14,1,3,1,3,1,4
cc341bd517d86964,1,2,1,2,1,2
b5c689597b958d04,1,1,1,1,1,4
c2f5fd5c33584aab,1,1,1,1,1,3
5e98115bb9fe242e,1,2,1,2,1,3
27f05649467c1941,0,15,0,13,0,13
b80270c7431b0e30,1,3,1,3,0,11
22be57d5de874ad2,1,2,1,2,1,1
f2f405ddfd2fafc5,1,2,1,1,1,7
db8ba335b8b3bdc8,1,3,1,2,1,1
41ce35d65d1c084c,1,2,1,2,1,3
33d099bd85ca3a49,1,5,0,11,1,3
db030f2f56ec05e2,0,13,0,13,1,3
84b1bceb33cec17e,1,6,1,3,1,1
e926b9728ac53a3c,1,2,1,5,1,2
53cc0ff135ef00ba,1,1,1,1,1,4
8d3a1fecade25111,1,10,1,8,0,16
17060bd3a46b276f,1,6,1,4,1,6
42f38c7512a10840,1,1,1,1,1,3
c9117a05c5b1fb1a,1,5,1,4,1,2
acc1d16618e84782,1,7,1,4,1,3
b955654b37f56971,1,3,1,3,1,3
8684cda33277245d,1,1,1,1,1,1
5d2b21bfad45fe7c,1,10,0,12,0,14
f7edcc232cfb0ca9,1,2,1,2,1,2
fd3d8ed9b2687acc,1,2,1,10,1,1
38e6935856ce4e6a,1,3,1,3,1,2
b5a8554ecd6c6c6c,0,14,0,14,0,19
6eccbd538c816b45,0,27,0,25,0,23
e701677918c2c4fb,1,2,1,1,1,9
d40697dfcc9b6365,1,4,1,7,1,1
1b0e2d814d01a4ca,1,3,1,3,1,2
b832d6228559a2bc,1,3,1,3,0,11
fec3377f6f674929,1,1,1,2,1,6
d0a86a4897766733,1,3,1,3,1,4
1c2a0ccdd5f6e7b3,1,3,1,3,1,4
efb1d2e61a109d7b,1,2,1,1,1,5
4b03840509e8c759,1,1,1,1,1,3
ab8984b3aa34b21d,1,3,1,3,1,3
eb3764fa736bfd97,1,2,1,1,1,5
16c8097677a2793f,1,2,1,2,1,2
8cb8f2132514fede,1,10,1,9,0,15
bbe8d87c4d4da807,1,2,1,2,1,2
3ec1e36e618ab717,1,2,1,3,1,3
63b2b19547321b60,1,3,1,3,1,4
6d22819afbf732cf,1,3,1,3,1,5
f52ebc1436830949,1,7,1,5,1,4
ec5fcfd0183f78e8,1,7,1,10,1,10
8c5a89289aa79aba,1,3,1,3,1,4
480139cd9cc3cf8a,1,1,1,1,1,1
0fe9b44c543fef09,1,8,1,6,0,11
bc272e42a5460f71,1,5,1,7,1,2
e6728f90d372ef03,1,2,1,2,1,2
f503e8957ed76fe3,1,2,1,3,1,3
8d9b426d387b438d,1,1,1,1,1,2
0dece082026d3108,1,10,1,4,1,2
778c14bc79b32194,1,3,1,8,1,1
c6bafc2610cbda08,1,2,1,2,1,2
e2254eae08cdef7b,1,1,1,1,1,1
e1c0ff43be91fe1b,1,1,1,3,1,2
380261f00d20dfb3,1,2,1,3,1,2
a2374a7120d057d2,0,11,0,11,1,2
4d3c53a9c319ac7c,1,3,1,2,1,1
700124f69a2db741,1,2,1,2,1,2
cb2f6d3af46d4b17,0,13,1,10,0,15
ce8450d04806840b,1,2,1,1,1,8
3d12678e518eea58,1,2,1,2,1,1
c75ded82c5795213,1,1,1,1,1,1
f1e031bef4db9798,1,1,1,1,1,1
695222f1486ccc91,1,4,1,4,1,5
ffa199c1f796b347,1,2,1,2,1,1
60acf8950cb3dc71,1,1,1,1,1,1
072e3bb9d470b8da,0,14,0,14,0,13
34ed51bcea601b82,1,10,1,8,0,16
cde8c1fdb7ca1af7,1,1,1,1,1,1
c080eeaf2946a4d9,1,2,1,3,1,3
1cb090b9998491b6,1,4,1,4,1,10
529e05e862b2471f,1,10,0,11,0,11
9c1db63440b8c58e,1,1,1,1,1,1
9a0a483ff15d04be,1,1,1,3,1,6
b16c284e2287a0df,1,2,1,1,1,7
9c7ec72180ca4b59,1,2,1,2,1,2
fde39662892be0e6,1,1,1,3,1,2
60cd8adee9d7f96f,0,13,0,16,0,17
1a9cca75437a77d1,1,1,1,1,1,1
e8f2a00d3f1ef2cd,1,1,1,1,1,3
d98d59ee12c3110a,1,2,1,2,1,2
dd3d1472081dd63b,1,6,1,7,0,12
fdb5ed3e5d286a75,1,3,1,2,1,4
b6d178b358577c4c,1,5,1,6,1,2
5ec254d49caa57d8,1,5,1,5,1,4
4f389af853248f37,1,5,1,4,1,7
441fcb89025dfea6,1,4,1,4,1,3
bd9c79dee7bbc2f7,1,2,1,3,1,3
bdae5d9280adcfa1,1,1,1,1,1,1
3c4974ae3a2614fe,0,13,0,16,0,17
3f985b8f2c52aed8,1,3,1,2,1,8
855ff660d9c1539e,1,1,1,1,1,1
b8734a0626b2098d,1,2,1,2,1,3
337887390ca2d6e9,1,1,1,2,1,8
9993ed09c41889f3,1,1,1,2,1,6
2b59b451878cdb10,1,5,1,4,1,2
c4e699f5378f3f3b,0,13,0,16,0,17
bdac84bf3372da0c,0,11,0,11,1,2
57c08a279feb23b5,1,4,1,4,1,5
98ad4a5d1fa5f25e,1,7,0,12,1,10
4524087b6f12ad2e,1,1,1,1,1,2
2de604beef0075d4,1,10,1,9,0,15
6d58d7699a960e41,1,4,1,7,1,1
a639146a8d274439,1,6,0,23,1,1
8271ca3ba30e9cd6,1,4,1,7,1,1
122403033249296e,0,19,0,21,0,13
053cd88312b9b9aa,1,1,1,1,1,1
901d4ac40c38730d,1,1,1,5,1,1
72edf7c994f75667,1,1,1,1,1,1
35a1f5caaba08b0a,1,5,1,4,1,1
273dc93a0dbd70e0,1,2,1,3,1,3
9478a716fff52d97,1,7,1,10,1,10
ac99ecfdb1a9404a,0,26,0,25,0,13
6ebc54b46633e9c6,1,7,1,4,0,17
fc6babe026d2decf,1,2,1,2,1,2
513ddbff3b403334,1,3,1,8,1,1
75bfb542732e9c55,1,7,1,6,1,10
ec3b9c39bbe7b046,1,3,1,3,1,5
6ef198bcfce361f1,1,1,1,5,1,1
68870b23e4b2b2c7,1,1,1,1,1,1
886d12d90f6c4b0d,1,3,1,8,1,1
7620ad71c2d5c391,1,3,1,2,1,1
f66effb2fcd6ebb5,1,1,1,1,1,1
8bd9fda8901d3f3e,1,4,1,4,1,3
9684da019048d7fa,1,3,1,3,1,4
016581475ceed79a,1,1,1,1,1,1
233fc28364699b11,1,1,1,1,1,1
52a9c05797ade160,1,2,1,2,1,2
95cda6356a0e7424,1,5,0,16,1,1
6f322e8590eb1a9d,1,3,1,3,1,2
395598269e23fffc,1,1,1,1,1,3
b757e36177334cd5,1,1,1,1,1,1
29ec4deb9153e99e,1,2,1,3,1,3
aedb3150288073ca,1,6,1,7,0,12
340b63686a228a37,1,3,1,2,1,1
7b4800d239c7e3d9,1,3,1,3,1,10
ca061685b45a625a,1,8,1,6,0,15
457d3c9325623b2b,1,1,1,1,1,3
b214d19a2d226582,1,2,1,3,1,3
453ac8aedcf624a4,1,3,1,9,1,1
33b33609e8008905,1,10,1,8,0,16
5f4e3fa646640370,1,3,1,8,1,1
29e71234e42bd59e,1,10,1,4,1,2
66c1e975ecc8e520,1,1,1,1,1,1
73df6c754e2eeb49,1,3,1,2,1,1
dff5a4272c860726,1,10,1,8,0,16
f0c4433777888a50,1,2,1,3,1,3
133e9a202ab466b0,1,2,1,2,1,3
41218ee0694fbc90,1,9,1,10,1,10
4573d35930ffb45f,1,2,1,2,1,1
93d180565dabd213,1,3,1,8,1,1
b6ed78d4f6ce7559,1,2,1,10,1,1
226a704ddd315556,1,5,0,16,1,1
4ae784e2afa380eb,1,9,1,10,1,10
8d5acf62eab17ad6,1,2,1,5,1,2
cde6b5137e941e0e,1,1,1,1,1,1
878e026fb0d9a6a7,1,3,1,3,0,11
49661e44767457fd,1,6,1,7,0,12
e1cc784222b0a2ca,1,1,1,1,1,2
1f6867c067a71378,1,4,1,5,1,10
a63ea38e34a6bd74,1,2,1,1,1,4
fb66c65dec6c9a5f,1,2,1,1,1,2
94b5eafe71031a94,1,1,1,1,1,1
e6d6d8f855550a3f,1,6,1,7,0,11
1faecd06c02a440e,1,1,1,1,1,2
a618515fd7cdd5bf,1,1,1,1,1,1
4c6a634b6a83d1eb,1,3,1,2,1,1
e9ec4c7d858f251a,0,13,0,16,0,17
92d211ece87e58c0,1,1,1,1,1,1
b7b6242a2cac1792,1,7,0,12,1,10
049439ebe6eb8f68,1,1,1,1,1,3
cd7f0ce9adef25d1,1,1,1,1,1,1
d3e539b83ca01069,1,10,1,8,0,16
85c01e2650e70bc4,1,2,1,1,1,9
b54aaf8d1d1a6c1d,1,1,1,1,1,1
af8969ac1bd2cf44,1,1,1,1,1,1
7eb97a7544758c9a,1,2,1,1,1,7
91b2363d821ecbea,1,4,1,5,1,10
210b0216677f0d81,1,3,1,8,1,1
53065f54b685e1f2,1,9,1,9,0,12
903e2f2e8c57fec1,1,2,1,2,1,2
32e7b1e37981e44f,1,1,1,2,1,6
13cea0657e034f63,1,2,1,2,1,1
a1721dbcfe6daa4f,1,7,1,5,1,7
a7fdd70c9c8b5e8a,1,7,1,3,0,23
2e5a8c4e8cf5bff7,1,1,1,1,1,1
42596c8dc879fd36,1,7,1,4,0,17
9e049d5ea2eccd22,1,4,1,4,1,1
a65db5c3d5407da4,1,3,0,11,1,1
6b0c79a51b2ee155,1,10,1,8,0,16
efba6e68c4933adc,0,12,1,5,0,18
151b07a68dc1e203,1,2,1,2,1,2
96d44fb1f87f55f2,1,2,1,5,1,2
54897725907c43f6,1,9,1,10,1,10
a2db5e14f96513d7,1,1,1,1,1,1
bcd1d96293d03046,0,13,0,21,1,1
6567c22c9f6853dd,1,10,1,8,0,16
5c6eb98465f7cdfa,1,4,1,4,1,5
108587773eaf3ef6,1,7,1,8,1,10
2078a7ed8d235984,0,63,0,52,0,34
b587cf107be87c05,1,3,1,4,1,5
84768e9f2db5fc6b,1,2,1,2,1,2
be12a6e9c31f60ac,1,2,1,2,1,2
fb1460e6452c6a59,1,6,1,3,1,1
008a1cb685f0ed60,1,3,1,2,1,1
9a69ceace58dee85,0,11,1,7,0,12
e5b65c822bb60efd,1,5,1,3,1,1
3fb52d031bd72f02,1,1,1,1,1,1
507bea3af9fc8a2a,0,13,0,16,0,17
bf19757a193c5eed,0,11,1,7,0,12
f35ca291db689708,0,15,0,13,0,21
fbfea34ae3b6938c,1,7,0,12,1,10
87ae65be9acce7a2,1,1,1,1,1,6
6ac4920e15ad855a,1,1,1,1,1,2
4e1747cdc6659880,1,5,1,4,1,5
6d4a68e66d0fe07b,1,6,1,4,1,6
2a07d964cf83c0c4,1,1,1,1,1,1
995ded42ba53c5a9,1,1,1,1,1,3
df02e50ac69b8cf7,0,13,0,16,0,17
7d1c201e752b328c,1,4,1,7,1,1
1139e4ea8e0a7735,1,1,1,1,1,1
4a2fa6dc2b56f110,1,5,1,4,1,2
2c48ad38fc0e3b05,1,1,1,2,1,8
a4eb7cbab928bf4e,1,8,1,8,1,7
d84b06d6b1bce2eb,1,7,1,5,1,4
b7b0ba35356a2413,1,4,1,4,1,5
54cd91ca75991d8d,1,3,1,3,1,4
f85150cf38345686,1,7,1,8,1,10
222d8d1d54e1b09e,1,2,1,2,1,2
a42f32b387717edc,1,4,1,5,1,10
77fe4a6456a848ee,0,13,0,14,0,17
cb0ba952c6f5ae63,1,6,1,6,1,8
6f52bd52cc8b6af0,1,1,1,2,1,4
055960271528fe24,1,2,1,2,1,2
503341afe4acce2a,1,1,1,1,1,3
a205d89b451e92a9,0,14,0,14,0,19
170fdd23e4a81368,1,2,1,2,1,4
0ce00e8c694b4a76,1,2,1,2,1,2
1777591d318cda92,1,1,1,1,1,1
c9404548e931dc44,1,1,1,1,1,1
530e489b205afbd7,1,3,1,2,1,1
d2dc32400cb6e4d2,1,1,1,1,1,1
ee0342861b4c0f11,1,3,1,3,1,1
6d25b7a3e1b6ec7e,1,2,1,2,1,3
5e682789dd41cd5a,1,6,1,6,1,8
8346aadf3a7267d2,1,1,1,1,1,1
a925310963d95da8,1,1,1,1,1,2
b74446c0f4b181e9,1,3,1,3,1,3
7f17e91ee314919b,1,2,1,6,1,3
6703e71b41463015,1,6,1,3,1,1
a3c43630ce20544f,1,10,1,8,0,16
ce05e48e281afe36,1,3,1,2,1,1
088174e8be581d18,0,16,0,16,0,13
6d67d1a12456d553,1,2,1,2,1,2
d2949065024d3e5c,1,1,1,1,1,1
13b2c926a5cbafb3,1,3,1,3,1,4
d65b93be8317c491,1,2,1,7,1,2
a264fe272737d505,1,2,1,10,1,1
62b5edac3201c8c2,1,1,1,1,1,4
9f3bdabc82f3554e,0,27,0,25,0,23
75892ac994c51027,1,1,1,1,1,1
32cd708adf870fe8,1,4,1,4,1,5
6ad8c5622b9f4321,1,1,1,1,1,1
9fb5e1bb69375617,1,4,1,2,1,1
014973061526e774,1,7,1,8,1,4
b0ac437c4aa3867d,1,5,1,3,1,4
1330f7a3354fdde5,1,2,1,2,1,4
014ea47ac3ebf153,1,2,1,2,1,2
63cccdbd553061cd,1,3,1,7,1,1
5c97b5d7633d2326,1,1,1,1,1,1
46e7c8d7612ffff7,1,2,1,1,1,9
574e6120e99c7ffa,1,10,0,12,0,14
f11f213eb7af8990,1,1,1,1,1,3
014307adf33b9376,1,6,0,23,1,1
20b77b3a3c4b37b9,1,2,1,2,1,3
bb959d7c216120e4,1,9,1,10,1,10
92bd264d757b9cb8,1,4,1,10,1,1
eb0aa20b449263bb,1,3,1,5,1,4
2508c7ad3a3e4fb9,1,2,1,5,1,2
1b38863a316a3bbb,1,2,1,1,1,5
3b0dc53cd4821b54,1,2,1,2,1,2
55a915159101a0e8,1,1,1,1,1,1
d5497555bdff6448,1,7,1,4,0,17
e23ca9a1bb05ca54,1,3,1,2,1,1
dec21b61eebc1e0e,1,4,1,4,1,5
ab5fd79a4f8c3fb4,1,5,1,2,1,8
17b0df03b82e6b1a,1,2,1,2,1,2
132f31b5b66fb191,1,1,1,1,1,1
d53ae0a57f6a6cb5,1,1,1,1,1,1
6c835a665330614a,1,5,1,6,1,2
7ae81f9826299a47,1,1,1,1,1,1
ee2109532088f93f,1,5,1,2,1,4
55a4c10522b58f17,1,1,1,5,1,1
da8108be8e21698a,1,4,1,4,1,5
997bbd4e341934de,1,5,1,4,1,2
0cd6c695c681386d,0,11,0,11,1,2
efdcf9a500dda943,0,32,0,34,0,22
f2937fd256674e18,1,1,1,1,1,1
1c3a8bb3abab4d30,1,3,1,3,1,9
c161e3a7545a6cf6,1,3,1,2,1,9
660adc6f2bf034e0,1,4,1,4,1,1
a6c145df6850d51d,1,1,1,1,1,1
f4c4deb4bce9e1e7,1,1,1,1,1,3
3783e7c14a19b67c,1,3,1,2,1,1
96262c8865756cb4,1,3,1,3,1,2
e2de0a1be33014ee,1,1,1,1,1,1
438e1920d21a5bd1,1,2,1,3,1,3
dfc65b78ce27738c,1,4,1,4,1,3
e2ed05781ef6b2ca,1,7,1,6,1,2
4cd041ccba32ce37,1,1,1,1,1,1
87799661f08ad3c6,1,1,1,8,1,1
0e68eb942679a219,1,2,1,2,1,3
405a56a03e269b1e,1,1,1,1,1,2
c968182a13dc4688,1,8,1,6,0,15
991bf439fc72f5e3,1,7,1,4,0,17
4862b6205994fd4d,1,2,1,3,1,2
1463042bcb3d6c1e,0,17,0,20,0,23
7b2fb4d1153bbdae,1,2,1,1,1,7
9e18062abe5ab946,1,1,1,1,1,2
e0f9c3b923956004,0,13,0,14,0,17
30948280c237a2eb,1,4,1,4,1,5
4d56f1fb9cf3eefb,1,2,1,5,1,6
fe1d838959c2b8ab,1,10,1,10,0,15
fbf0cda0cf546762,1,3,1,3,1,4
614c7885eaf20465,1,1,1,1,1,1
2b5519ed4fd488c1,1,6,1,6,1,3
e2c0da2b21df8473,1,2,1,1,1,5
22368b694d388c20,1,7,1,5,1,4
82585142635288cb,1,2,1,1,1,1
b079576a6dfaadc3,1,10,0,11,0,12
b389b24f7d70faae,1,1,1,1,1,4
9f0541fcbf3924a2,1,3,1,3,1,5
f440a10e4ab5c2af,1,1,1,1,1,1
061db401ad96b15d,1,2,1,1,1,1
113d549898904872,1,5,1,4,1,2
66580454f3bcd9b2,1,1,1,1,1,3
4b088beb3e5a255f,1,10,1,8,0,16
3467f51a7628e1cc,1,7,1,4,0,17
f0107c74a1b5b816,1,3,1,3,1,3
efaacff81543edb1,1,4,1,4,1,10
6bc8683bb43b7f42,1,3,1,3,0,11
27619ab7b9c61421,1,3,1,8,1,1
654ff63d1eaa926a,1,3,1,3,1,5
2246576ca2789b34,1,3,1,2,1,1
b374661500228899,1,6,1,3,1,1
1cc6caffd6b002c0,1,3,1,3,1,3
aebafd6bff3b3846,1,2,1,1,1,1
a8b9ded88f5254f1,1,7,1,3,0,23
b95b1a58aac8d46f,0,11,1,7,0,12
751bb5485145ffa1,1,1,1,1,1,1
e20ed8c18b2109fa,1,3,1,3,1,4
8c53380f543a2bc8,0,11,1,7,0,12
3eb453e19684a595,1,1,1,1,1,1
595f7ac04a12f88d,1,1,1,1,1,4
e6a5f4303183035f,0,14,0,14,0,19
61d4e049544dacfc,1,3,1,3,1,10
9f9c1e40b1dcb195,1,2,1,2,1,2
900cd3bc34ee8043,1,4,1,5,1,3
d4e69c9f45d55ff9,1,1,1,1,1,3
02f9ee0b3590f759,1,6,1,5,1,3
baf19a9d3f8338f5,1,5,1,4,1,3
22a19c99a84e5b90,0,11,0,12,0,18
53a07b276dd2d1cf,1,4,1,4,1,3
661059b10c6fef9a,1,2,1,1,1,3
9f7708e0e6d92970,1,3,1,3,1,3
1edc1aa97a207dfc,1,1,1,1,1,1
c040fa4b7e3c4881,0,14,0,14,0,13
75fafeb970d72925,1,5,1,5,1,4
68c5a8a0f41b01df,1,8,1,6,0,11
b6980cb26e42e686,1,3,1,2,1,1
a473355864d6900e,1,1,1,5,1,10
dc205a6379c66461,1,3,1,3,1,1
d794bd973efda169,1,4,1,4,1,2
c9f005b7d07b110a,1,2,1,2,1,4
32153d3ed21de891,1,5,1,4,1,2
2ca9a65ab0c891f6,1,2,1,2,1,2
d64a119c14654dcb,1,1,1,5,1,1
cf5a92f04aa8e7ef,1,7,0,12,1,10
5df5b0a5321bb91c,1,1,1,1,1,1
dda4ad1c268e29da,1,4,1,4,1,2
164a220b463b8227,1,3,1,3,1,10
3a66a899096703f3,1,3,1,1,1,1
9399fb08f3b41c9b,1,8,1,6,0,11
1f3666f866cb7126,1,7,1,8,1,10
2d3f1feec0c11323,1,6,1,7,1,3
1406ffa5a5541e73,1,1,1,1,1,4
73c3cc21de70d5a4,1,4,1,4,1,5
592c887edb2728d3,1,2,1,2,1,2
6287ae51480b0d97,1,1,1,1,1,1
a3c37cdd60314515,1,5,1,4,1,2
ee7094ab9bcd40c6,1,2,1,2,1,1
6c7664af598db4ee,1,3,1,2,1,1
0a43f20869a01566,1,7,1,7,1,10
45fc0a08e2cc41b2,1,2,1,1,1,5
ccd551c3e9262ea0,1,1,1,1,1,1
eebe65f5b98a8718,1,9,1,9,0,12
a8f8792264699f13,1,1,1,1,1,3
d31efb12c3010664,1,3,0,11,1,1
26fa4f5895037d87,1,3,1,2,1,1
24225bb85a30a8a2,1,1,1,2,1,4
8136dbe148ac6ff5,1,8,1,6,0,15
2b4e454bf1683914,1,7,0,12,1,10
3e4ed9111ade4159,1,1,1,1,1,1
0efe122181858d4a,1,2,1,2,1,1
96c4aff8c4b64623,0,13,0,16,0,16
10c727ecb1c20605,1,10,1,9,0,13
fb558f95864be95c,1,2,1,6,1,3
9b1dcbc84a049890,1,1,1,2,1,4
6d1bb5c901fc2a24,1,7,0,12,1,10
72b892b8146a3d1a,1,1,1,5,1,10
8ea905cde369e227,1,1,1,5,1,1
b5fa9e390fb6da94,1,6,0,23,1,1
12bfada2d799626c,1,2,1,5,1,2
46940959195eb2c7,1,2,1,5,1,6
d669152e0eba5123,1,1,1,1,1,1
87ded5fdb45db83e,1,1,1,1,1,3
b1b1f111a879efee,1,1,1,1,1,3
20116d060a5e50c1,1,1,1,1,1,1
d26120e07a8869fe,1,1,1,1,1,1
3d4dec8a4ff14faf,1,1,1,2,1,3
8dc88304b971bd15,1,2,1,2,1,1
7427191a0c022b60,1,4,1,4,1,5
d5efab02a89f6e35,1,1,1,2,1,8
7ecb410f372d61ba,1,3,1,3,1,1
b5ed0349b94fe9fe,1,3,1,1,1,1
f624c1d46ee6eb9f,1,3,1,3,1,4
6d37a062a5e3f55b,1,2,1,2,1,2
458983aa4cde9d24,1,5,1,5,1,4
a6843ef9fefc61e5,1,9,1,9,1,9
be10eaf97d61b54b,1,3,1,2,1,1
8f949bd5e67f6e03,1,7,0,12,1,10
40198889831e0e9f,1,1,1,1,1,4
051b5877f3c97349,1,1,1,1,1,1
b9e71f4e0a52ccd6,1,1,1,1,1,1
775a93709746fb91,1,1,1,1,1,2
35c7c352328b1a90,1,7,1,7,1,9
1098449403992289,1,4,1,4,1,4
2222465ca2497594,1,3,1,3,1,4
6be27b531044e39c,0,11,1,7,0,12
dc313ba5bbc76e84,0,22,0,22,0,13
8cb95d9f2b448a9c,1,2,1,2,1,3
4e8c8799f8cc52cb,1,2,1,3,1,3
9c37c5a7da48d3ef,1,3,1,3,1,1
215100bb192736da,1,4,1,4,1,2
7b4b359874e0e966,1,7,1,7,1,9
7d250e5ab02dc927,1,3,1,8,1,1
81b081dea600a830,0,11,0,12,0,18
ca12c5daa4fa9019,1,1,1,2,1,3
54889062bf656b3f,1,1,1,1,1,3
0aac7b7de050ad90,1,5,1,5,0,12
db3bfbe8abb76b41,1,3,1,3,1,2
248a27e4c55b6ea2,1,1,1,2,1,8
440477f8c2b2bad6,0,19,0,21,0,13
4d44dfa1a4696af1,1,3,1,3,1,1
5c239bf476c2bcca,1,8,1,6,0,15
77964600e438673c,0,13,1,10,0,15
d6eacec695107f4e,1,3,1,2,1,1
8c48959a42816113,1,5,1,2,1,8
181f303c4ec10945,1,1,1,1,1,1
5bbc61e1a6fd156e,1,1,1,2,1,4
f478481bc11f7485,1,2,1,3,1,3
16b987c9c9702943,0,12,1,8,0,11
5f1ec01937845431,0,13,0,18,0,40
697878ea77a2879a,1,1,1,1,1,1
0ce8396a16e5bcb3,1,3,1,2,1,1
69d6af38aba8bf93,1,2,1,3,1,3
c3b807ec30c6d0df,1,4,1,4,1,2
fe13eeeeb8b2b9c2,1,4,1,4,1,2
dd4370178e7dcd31,1,1,1,1,1,4
7da300f5dd3dfd01,0,25,0,24,0,17
b4612d8075539fb0,1,6,1,7,0,12
3219e2a4885afd00,1,1,1,1,1,1
965bc08c90f87c8d,1,1,1,1,1,1
0041d26748df810a,1,7,1,8,1,10
441964f0346ede11,1,2,1,2,1,2
4068bd678957280a,1,7,1,5,1,4
f7c0f6c802d88919,1,4,1,4,1,6
0b48bb2df0191567,1,3,0,11,1,1
87debe9b464753ef,1,4,1,5,1,5
b247638e85451044,1,1,1,1,1,1
92bf8d9eab5185ad,1,6,1,7,1,3
515905c413695360,1,1,1,1,1,3
2645d8f70bc821c7,1,4,1,5,1,4
b7f6e2e852e6545d,1,1,1,1,1,1
8a93ccb67536bd1e,1,7,1,10,1,10
b86f9855baa658b8,1,2,1,3,1,3
3e9cb7324af9185f,1,2,1,1,1,4
59c85e32da1cf05e,0,27,0,28,0,16
b278b99342ea2e7e,1,3,1,8,1,1
defed96c15a1e7cf,1,7,1,7,1,10
cfe61ca8a326df2c,1,7,1,4,0,17
c28a85b2cb943bc4,1,2,1,2,1,2
97b6ea19740cc692,1,3,1,2,1,3
aecef78b6cc64e28,1,3,1,2,1,1
46182582c1970d26,1,1,1,1,1,1
b225ff82540d6af5,1,4,1,4,1,5
0e98db9b3357b8ec,0,13,0,16,0,17
1b8acbee8d18b0e9,1,8,1,8,1,7
2ba04d6e5d40daa3,1,3,1,3,1,3
6f576f02165da9a1,0,18,0,19,0,17
767938f98624f5fc,1,2,1,7,1,2
cdbf519040026415,1,1,1,2,1,1
ad40f73258d5e9de,1,7,1,6,0,11
64652db88d348a3a,1,8,1,8,0,11
6e77fdb4326c81d7,1,10,1,8,0,16
04f1e032a26fe057,1,7,1,6,1,4
4fa4b5d6378c2a4e,1,6,1,4,1,2
7d8bf3126d0e701f,1,4,1,4,1,7
681937b11a9b360c,1,1,1,1,1,2
d668661a9fca100c,1,7,0,26,1,1
b2c36be3d3ce7bd4,1,5,1,5,1,7
f198cfcfa49e3cca,1,5,1,6,1,2
2c14c1a8d160c68e,0,21,0,20,0,18
